Marke,Modell,Baujahr,Getriebe,Kilometerstand,Kraftstoffart,Verbrauch (l/100km),Motorgröße (l),Alter
2,99,2019,0,9789,2,6.32,2.0,4
2,78,2017,2,57379,2,3.83,1.5,6
2,30,2017,0,31668,1,5.33,1.6,6
2,162,2017,2,52005,2,5.33,2.0,6
2,60,2017,2,37425,1,3.58,1.0,6
2,61,2017,2,10856,1,3.91,1.0,6
2,55,2016,2,19971,1,4.5,1.0,7
2,60,2018,2,18637,1,4.25,1.0,5
2,99,2016,2,34711,2,3.91,2.0,7
2,34,2017,2,32186,2,3.41,1.5,6
2,60,2017,2,20848,1,3.58,1.0,6
2,60,2014,2,25088,1,4.33,1.2,9
2,61,2017,2,40877,2,3.17,1.5,6
2,99,2017,0,35519,1,6.16,1.5,6
2,30,2017,0,28234,1,5.33,1.6,6
2,61,2017,0,36958,1,4.58,1.0,6
2,60,2016,2,50327,1,3.58,1.0,7
2,61,2017,2,44865,2,3.17,1.5,6
2,60,2015,2,55755,1,4.33,1.2,8
2,61,2016,2,13375,2,3.17,1.5,7
2,99,2017,0,12290,1,6.16,1.5,6
2,55,2015,2,10621,1,5.25,1.5,8
2,110,2017,0,23565,2,3.99,2.0,6
2,60,2013,2,78381,1,3.58,1.0,10
2,60,2018,2,24693,1,3.58,1.0,5
2,99,2017,2,39868,1,5.16,1.5,6
2,60,2016,2,61224,1,3.58,1.0,7
2,56,2017,2,50364,2,4.91,2.0,6
2,60,2017,2,36430,1,3.58,1.0,6
2,60,2015,2,58740,1,4.91,1.6,8
2,60,2019,2,16093,1,4.25,1.1,4
2,61,2015,2,67437,1,3.91,1.0,8
2,61,2017,2,23530,2,3.17,1.5,6
2,61,2015,2,75534,1,3.91,1.0,8
2,61,2017,2,31718,1,5.67,2.0,6
2,61,2015,2,88196,1,3.91,1.0,8
2,99,2017,2,77122,2,3.66,1.5,6
2,99,2016,0,46445,2,4.5,2.0,7
2,60,2018,2,20116,1,4.74,1.0,5
2,61,2017,2,49781,1,3.91,1.0,6
2,61,2015,2,29581,1,3.91,1.0,8
2,61,2017,2,37497,1,3.91,1.0,6
2,61,2017,0,55470,2,3.5,1.5,6
2,99,2017,2,24140,1,5.16,1.5,6
2,99,2017,2,12874,1,5.16,1.5,6
2,60,2018,2,17981,1,4.16,1.0,5
2,99,2016,2,40233,1,5.16,1.5,7
2,61,2017,0,68396,2,3.5,1.5,6
2,60,2019,2,11815,1,4.25,1.1,4
2,99,2017,2,26206,1,5.16,1.5,6
2,99,2016,0,44036,2,4.5,2.0,7
2,60,2014,0,35905,1,4.08,1.0,9
2,60,2016,2,28707,1,4.33,1.2,7
2,60,2016,2,47555,1,4.91,1.6,7
2,60,2019,2,20379,1,3.99,1.0,4
2,77,2016,0,45716,2,3.99,1.5,7
2,61,2017,2,28894,2,3.17,1.5,6
2,99,2017,0,49553,1,6.16,1.5,6
2,55,2019,0,696,1,5.16,1.0,4
2,99,2017,2,40035,2,3.66,1.5,6
2,55,2019,0,395,1,5.16,1.0,4
2,99,2017,2,41094,2,3.91,2.0,6
2,34,2015,2,81102,2,3.83,1.6,8
2,34,2017,2,26159,2,3.41,1.6,6
2,61,2017,2,20092,1,3.91,1.0,6
2,30,2017,0,43170,1,5.33,1.6,6
2,99,2017,0,71333,1,6.16,1.5,6
2,99,2017,2,31687,1,5.16,1.5,6
2,99,2017,2,41796,1,5.16,1.5,6
2,99,2017,2,45013,2,3.91,2.0,6
2,99,2017,2,39568,1,5.16,1.5,6
2,34,2016,2,35154,1,4.25,1.0,7
2,60,2016,2,38102,1,3.75,1.0,7
2,60,2016,2,24140,1,3.58,1.0,7
2,99,2014,2,42084,2,4.91,2.0,9
2,55,2019,2,3878,1,4.41,1.0,4
2,60,2019,2,14052,1,3.99,1.0,4
2,60,2019,2,14978,1,3.99,1.0,4
2,60,2019,0,10195,1,4.83,1.0,4
2,99,2017,0,52865,2,4.33,2.0,6
2,55,2016,2,59080,2,3.66,1.5,7
2,60,2019,0,11212,1,4.83,1.0,4
2,60,2016,2,16704,1,3.58,1.0,7
2,110,2018,0,37977,2,4.41,2.0,5
2,60,2016,2,34972,1,3.58,1.0,7
2,61,2017,2,64373,2,3.17,1.5,6
2,61,2017,2,23079,2,3.17,1.5,6
2,99,2017,1,67914,2,4.33,2.0,6
2,110,2016,2,43656,2,3.58,1.5,7
2,99,2017,2,61446,1,5.16,1.5,6
2,61,2017,2,42993,1,3.91,1.0,6
2,99,2016,0,28968,1,6.16,1.5,7
2,61,2016,2,44837,1,3.91,1.0,7
2,99,2017,1,76862,2,4.33,2.0,6
2,30,2017,0,40233,1,5.33,1.6,6
2,61,2015,0,10771,1,5.25,1.6,8
2,135,2016,2,52253,2,4.16,2.0,7
2,60,2017,2,59629,1,4.33,1.2,6
2,99,2017,1,95305,2,4.33,2.0,6
2,99,2017,2,38624,1,5.16,1.5,6
2,60,2015,2,50531,1,3.58,1.0,8
2,99,2016,2,50763,1,5.16,1.5,7
2,99,2017,2,69603,2,3.91,2.0,6
2,99,2017,2,72420,1,5.16,1.5,6
2,56,2016,0,58164,2,4.83,2.0,7
2,99,2019,2,9440,2,6.24,2.0,4
2,78,2017,0,66699,2,4.16,1.5,6
2,60,2020,2,294,1,4.25,1.0,3
2,99,2015,2,39211,2,3.91,2.0,8
2,60,2018,2,9897,1,3.58,1.0,5
2,60,2017,2,65276,1,3.75,1.0,6
2,34,2016,0,37011,2,3.66,1.5,7
2,61,2016,2,19999,1,3.83,1.0,7
2,61,2017,2,49702,2,3.5,2.0,6
2,77,2016,2,36731,2,3.66,1.5,7
2,61,2016,2,62181,2,3.17,1.5,7
2,77,2016,0,21954,2,3.99,1.5,7
2,61,2016,0,25593,1,4.58,1.0,7
2,55,2016,0,30968,1,5.25,1.5,7
2,55,2017,2,40058,1,4.5,1.0,6
2,55,2016,2,59064,1,4.41,1.0,7
2,56,2016,0,46262,2,4.83,2.0,7
2,110,2017,2,76295,2,3.0,1.5,6
2,55,2017,2,19144,1,4.5,1.0,6
2,56,2018,0,19545,2,4.91,2.0,5
2,60,2016,2,47494,1,3.58,1.0,7
2,60,2016,2,47195,1,3.58,1.0,7
2,61,2015,2,61764,2,3.17,1.5,8
2,99,2017,0,23506,1,6.16,1.5,6
2,60,2016,2,71235,1,3.58,1.0,7
2,60,2016,2,47522,1,3.58,1.0,7
2,110,2015,2,35922,2,3.41,2.0,8
2,60,2016,2,19489,1,3.58,1.0,7
2,60,2016,2,57131,1,3.75,1.0,7
2,60,2017,2,66930,1,3.58,1.0,6
2,93,2018,2,18607,1,4.08,1.2,5
2,60,2017,2,39953,1,3.58,1.0,6
2,34,2019,2,8933,1,4.83,1.0,4
2,61,2017,2,75177,1,3.91,1.0,6
2,61,2017,2,39346,1,3.91,1.0,6
2,99,2017,1,19312,2,3.99,1.5,6
2,30,2016,0,16093,1,5.33,1.6,7
2,60,2014,2,22812,1,3.58,1.0,9
2,99,2018,0,10956,1,6.16,1.5,5
2,99,2017,2,32186,1,5.16,1.5,6
2,99,2017,2,21489,1,5.16,1.5,6
2,55,2017,2,14039,1,4.5,1.0,6
2,30,2017,0,27358,1,5.33,1.6,6
2,61,2017,2,43452,1,3.83,1.0,6
2,99,2015,2,50843,2,3.91,2.0,8
2,110,2015,2,78706,2,3.0,1.5,8
2,60,2016,2,43840,1,3.75,1.0,7
2,61,2017,2,21774,2,3.17,1.5,6
2,99,2017,2,35698,2,3.91,2.0,6
2,60,2017,1,25780,1,4.08,1.0,6
2,61,2018,2,17034,1,4.08,1.0,5
2,60,2016,2,56568,1,3.58,1.0,7
2,60,2018,2,65995,1,4.16,1.0,5
2,99,2017,2,40799,2,3.91,2.0,6
2,55,2019,2,14992,1,4.41,1.0,4
2,61,2011,2,123919,1,4.91,1.6,12
2,61,2011,2,107825,1,4.91,1.6,12
2,61,2015,2,62398,2,3.5,2.0,8
2,34,2016,0,38746,2,3.99,2.0,7
2,60,2016,2,58613,1,3.58,1.0,7
2,99,2017,2,35003,1,5.16,1.5,6
2,60,2015,2,53797,1,3.58,1.0,8
2,61,2017,2,26734,2,3.17,1.5,6
2,61,2014,2,63749,2,3.5,1.6,9
2,60,2016,2,41715,1,4.91,1.6,7
2,61,2017,2,47155,2,3.17,1.5,6
2,60,2018,2,47415,1,3.75,1.0,5
2,60,2018,2,9686,1,3.58,1.0,5
2,55,2018,2,24268,1,4.33,1.0,5
2,60,2019,2,18134,1,3.99,1.0,4
2,61,2015,2,61154,2,3.17,1.5,8
2,60,2019,2,11585,1,3.99,1.0,4
2,60,2016,2,53108,1,4.33,1.2,7
2,61,2017,0,35405,1,4.58,1.0,6
2,60,2017,1,35242,1,4.08,1.0,6
2,61,2017,2,32186,1,3.91,1.0,6
2,61,2017,2,19473,1,3.91,1.0,6
2,61,2017,2,18114,1,3.91,1.0,6
2,60,2018,2,18835,1,3.58,1.0,5
2,60,2018,2,24787,1,3.58,1.0,5
2,99,2019,0,6485,1,7.59,1.5,4
2,61,2018,1,5711,2,3.17,1.5,5
2,55,2018,2,13267,1,4.33,1.0,5
2,110,2017,2,44832,2,3.75,2.0,6
2,30,2014,1,49889,1,5.33,1.6,9
2,60,2018,2,30797,1,3.58,1.0,5
2,60,2018,2,31398,1,3.58,1.0,5
2,93,2018,2,13196,1,4.08,1.2,5
2,99,2019,2,14411,2,5.16,1.5,4
2,99,2016,2,47816,2,4.33,2.0,7
2,99,2017,2,10792,2,3.66,1.5,6
2,34,2016,2,59255,2,3.41,1.5,7
2,61,2016,0,19981,1,4.58,1.0,7
2,61,2019,2,22152,1,3.99,1.0,4
2,99,2017,2,27062,2,3.66,1.5,6
2,34,2019,2,6302,1,4.83,1.0,4
2,60,2015,2,45224,1,4.33,1.2,8
2,34,2018,2,3672,1,4.83,1.0,5
2,73,2017,2,45853,2,4.16,2.0,6
2,61,2019,2,19360,1,3.91,1.0,4
2,60,2016,2,24259,1,4.33,1.2,7
2,61,2016,2,71071,2,3.33,2.0,7
2,99,2017,1,48280,2,4.33,2.0,6
2,60,2017,2,41952,1,3.58,1.0,6
2,61,2015,2,80467,1,3.91,1.0,8
2,110,2016,0,47649,2,4.08,2.0,7
2,60,2016,2,62490,1,3.58,1.0,7
2,56,2018,0,21965,2,4.91,2.0,5
2,110,2016,0,58816,2,4.08,2.0,7
2,61,2017,0,33366,1,4.58,1.0,6
2,99,2017,2,86904,2,3.91,2.0,6
2,60,2017,2,32957,1,4.91,1.6,6
2,61,2017,2,26898,2,3.17,1.5,6
2,61,2019,2,5167,1,3.91,1.0,4
2,92,2017,2,32671,1,4.08,1.2,6
2,61,2019,2,10856,1,6.82,2.3,4
2,60,2019,2,7724,1,3.99,1.0,4
2,60,2018,2,40843,1,3.58,1.0,5
2,61,2018,2,12124,1,4.08,1.0,5
2,99,2015,2,58962,2,4.33,2.0,8
2,61,2017,2,22711,1,3.91,1.0,6
2,60,2018,2,29574,1,3.58,1.0,5
2,61,2018,2,15465,1,3.91,1.0,5
2,61,2016,2,32093,2,3.17,1.5,7
2,60,2016,2,33796,1,3.58,1.0,7
2,60,2018,2,23860,1,3.66,1.1,5
2,60,2018,2,37965,1,3.58,1.0,5
2,56,2019,0,1073,2,6.32,2.0,4
2,60,2017,2,27714,1,3.58,1.0,6
2,30,2017,1,97236,1,5.33,1.6,6
2,55,2017,2,97303,1,4.41,1.0,6
2,60,2016,2,14067,1,4.33,1.2,7
2,99,2019,0,12877,2,6.08,2.0,4
2,61,2019,2,3411,1,3.91,1.0,4
2,55,2019,2,33,1,4.41,1.0,4
2,99,2019,1,12230,2,5.08,2.0,4
2,78,2017,2,43857,2,3.66,1.5,6
2,61,2017,2,44919,2,3.17,1.5,6
2,77,2017,2,65982,1,4.33,1.0,6
2,99,2018,0,3751,2,4.91,2.0,5
2,99,2016,2,98251,2,4.33,2.0,7
2,110,2015,0,77138,2,3.99,2.0,8
2,61,2017,2,69578,2,3.17,1.5,6
2,61,2017,2,82375,1,4.58,1.5,6
2,61,2017,2,29745,1,3.91,1.0,6
2,61,2018,2,14529,1,5.67,2.0,5
2,61,2017,2,38326,1,5.67,2.0,6
2,60,2017,2,13935,1,3.58,1.0,6
2,55,2017,2,37734,1,4.5,1.0,6
2,61,2019,0,25142,2,3.17,1.5,4
2,60,2019,2,12705,1,5.84,1.5,4
2,34,2015,2,120700,2,3.83,1.6,8
2,99,2016,2,32267,2,3.91,2.0,7
2,60,2020,2,7242,1,3.99,1.0,3
2,61,2017,2,6372,1,3.91,1.0,6
2,61,2019,2,14162,1,3.91,1.0,4
2,60,2018,2,36889,1,3.58,1.0,5
2,30,2017,1,59498,1,5.33,1.6,6
2,34,2017,2,73756,2,3.41,1.5,6
2,30,2015,1,93077,1,5.33,1.6,8
2,99,2017,2,34087,2,4.33,2.0,6
2,111,2019,0,19,1,7.66,2.3,4
2,111,2019,0,19,1,7.66,2.3,4
2,99,2018,0,47902,1,7.59,1.5,5
2,60,2016,1,30107,1,4.91,1.6,7
2,60,2017,2,46822,1,3.58,1.0,6
2,99,2015,2,54656,2,3.91,2.0,8
2,34,2017,2,30612,1,5.33,1.6,6
2,61,2019,2,1417,1,3.91,1.0,4
2,60,2017,2,51341,1,3.58,1.0,6
2,77,2017,2,12799,2,3.66,1.5,6
2,110,2018,2,48360,1,4.83,1.5,5
2,34,2017,2,95964,2,3.41,1.5,6
2,135,2016,2,62989,2,4.58,2.0,7
2,60,2012,2,119081,1,3.41,1.4,11
2,60,2009,2,115344,2,3.5,1.6,14
2,60,2014,1,20599,1,4.08,1.0,9
2,99,2017,2,95683,2,3.91,2.0,6
2,61,2017,2,70551,1,3.83,1.0,6
2,34,2017,2,88187,2,3.41,1.5,6
2,60,2017,2,59656,1,4.08,1.0,6
2,55,2016,2,58475,1,4.41,1.0,7
2,61,2017,2,70699,1,3.83,1.0,6
2,60,2017,0,109639,1,4.08,1.0,6
2,61,2017,2,51267,1,3.91,1.0,6
2,61,2016,2,50584,1,3.91,1.0,7
2,99,2017,2,53734,2,3.66,1.5,6
2,60,2014,0,42418,1,4.91,1.6,9
2,56,2017,2,34138,2,4.91,2.0,6
2,34,2014,2,49205,1,5.5,1.6,9
2,60,2016,2,64774,2,3.0,1.5,7
2,99,2018,2,37582,2,3.91,2.0,5
2,61,2015,2,35806,1,3.91,1.0,8
2,61,2018,2,39776,2,3.17,1.5,5
2,99,2017,2,57833,2,3.91,2.0,6
2,99,2017,2,27883,2,4.33,2.0,6
2,60,2014,2,34045,1,3.58,1.0,9
2,56,2017,2,30699,2,4.83,2.0,6
2,61,2017,2,24722,2,3.17,1.5,6
2,61,2018,0,13851,1,4.91,1.5,5
2,60,2015,2,89282,1,3.75,1.0,8
2,60,2019,2,592,1,3.99,1.0,4
2,34,2017,2,34547,2,3.41,1.5,6
2,61,2018,2,29941,1,4.08,1.0,5
2,60,2017,2,30041,1,3.58,1.0,6
2,60,2014,2,41998,1,4.91,1.6,9
2,61,2017,2,72260,2,3.17,1.5,6
2,99,2016,2,38202,1,5.16,1.5,7
2,99,2016,2,53761,2,3.91,2.0,7
2,99,2019,2,12165,2,6.41,2.0,4
2,60,2017,2,15337,1,4.33,1.2,6
2,99,2017,2,41191,2,3.91,2.0,6
2,60,2018,2,44282,1,3.58,1.0,5
2,60,2017,2,41372,1,3.58,1.0,6
2,55,2017,2,40127,1,4.5,1.0,6
2,60,2018,2,39457,1,3.58,1.0,5
2,56,2017,0,44210,2,4.83,2.0,6
2,60,2017,2,35502,1,3.58,1.0,6
2,56,2018,2,14435,2,4.91,2.0,5
2,92,2018,2,16175,1,5.41,0.0,5
2,61,2017,2,38460,2,3.17,1.5,6
2,60,2017,2,44746,1,3.75,1.0,6
2,92,2017,2,17108,1,4.08,1.2,6
2,60,2017,2,36577,1,3.58,1.0,6
2,61,2017,2,21888,1,3.91,1.0,6
2,99,2015,2,33314,1,5.16,1.5,8
2,99,2018,2,18546,2,4.33,1.5,5
2,61,2018,2,41094,2,3.17,1.5,5
2,60,2018,2,33636,1,4.25,1.1,5
2,61,2014,2,65752,2,4.08,2.0,9
2,61,2019,0,12700,1,4.58,1.0,4
2,56,2017,0,48690,2,4.83,2.0,6
2,60,2019,0,3197,1,4.83,1.0,4
2,99,2018,2,29904,2,4.33,2.0,5
2,60,2016,2,46390,1,3.75,1.0,7
2,99,2017,2,54408,2,4.33,2.0,6
2,77,2015,2,88133,2,3.66,1.5,8
2,34,2014,2,61040,2,4.25,2.0,9
2,60,2019,2,22632,1,3.99,1.0,4
2,61,2018,2,19217,1,4.08,1.0,5
2,60,2019,2,21541,1,4.16,1.0,4
2,92,2015,2,56536,1,4.08,1.2,8
2,61,2016,2,40330,1,4.58,1.5,7
2,60,2018,2,17702,1,4.25,1.1,5
2,60,2017,2,42924,1,4.91,1.6,6
2,61,2018,0,26644,2,3.17,1.5,5
2,61,2018,2,28950,2,3.17,1.5,5
2,61,2018,2,14039,2,2.91,1.5,5
2,61,2019,2,28198,1,4.67,1.5,4
2,61,2017,2,35159,1,3.91,1.0,6
2,34,2018,2,13265,2,3.99,1.5,5
2,61,2019,2,12803,2,3.17,1.5,4
2,61,2019,2,15396,2,4.08,1.5,4
2,60,2018,2,31866,1,3.58,1.0,5
2,61,2017,2,27617,1,3.83,1.0,6
2,60,2015,2,57936,1,4.33,1.2,8
2,60,2016,2,36832,1,4.33,1.2,7
2,61,2016,2,38818,1,3.83,1.0,7
2,60,2017,2,33488,1,3.58,1.0,6
2,92,2014,2,82121,1,4.08,1.2,9
2,34,2015,2,76219,2,3.83,1.6,8
2,99,2016,2,50353,2,3.91,2.0,7
2,60,2017,2,15135,1,4.33,1.2,6
2,61,2017,0,44776,2,3.5,1.5,6
2,99,2018,2,39419,2,3.66,1.5,5
2,61,2018,0,23427,2,3.17,1.5,5
2,55,2019,0,1738,1,5.33,1.0,4
2,73,2017,2,45967,2,4.16,2.0,6
2,61,2019,2,10216,1,3.91,1.0,4
2,60,2018,2,35371,2,2.66,1.5,5
2,61,2017,0,2327,1,4.58,1.0,6
2,110,2015,2,53840,2,3.41,2.0,8
2,61,2019,2,13674,2,3.75,1.5,4
2,61,2020,2,6559,1,3.99,1.0,3
2,61,2015,2,98642,2,3.17,1.5,8
2,60,2017,2,32845,1,3.75,1.0,6
2,60,2016,2,31713,1,4.33,1.2,7
2,61,2015,2,32988,1,3.83,1.0,8
2,61,2015,2,30410,2,3.17,1.5,8
2,61,2016,2,71321,2,3.17,1.5,7
2,60,2018,2,48838,1,3.66,1.1,5
2,55,2017,0,41076,1,5.25,1.5,6
2,99,2017,2,19542,2,3.91,2.0,6
2,60,2017,0,20894,1,4.08,1.0,6
2,60,2016,2,52400,1,3.75,1.0,7
2,60,2015,2,58851,1,4.91,1.6,8
2,60,2017,2,60940,1,4.91,1.6,6
2,61,2018,2,15671,1,4.08,1.0,5
2,60,2014,2,55557,1,4.33,1.2,9
2,60,2014,2,49421,1,3.58,1.0,9
2,60,2017,2,42240,1,3.58,1.0,6
2,60,2013,2,52525,1,4.33,1.2,10
2,60,2017,2,30009,1,3.58,1.0,6
2,99,2018,2,14688,2,3.91,2.0,5
2,99,2016,2,43923,2,3.91,2.0,7
2,99,2016,2,38886,1,5.16,1.5,7
2,60,2016,2,31982,1,4.33,1.2,7
2,60,2017,2,52253,1,3.58,1.0,6
2,56,2018,0,32698,2,4.91,2.0,5
2,60,2014,2,71969,1,3.58,1.0,9
2,60,2018,2,50983,1,3.58,1.0,5
2,61,2017,2,36795,1,5.67,2.0,6
2,60,2018,2,33582,1,4.16,1.0,5
2,60,2018,2,28082,1,4.16,1.0,5
2,61,2018,2,36836,2,3.99,1.0,5
2,60,2017,2,28860,1,3.58,1.0,6
2,60,2016,2,42932,2,3.0,1.5,7
2,55,2019,2,6352,1,4.58,1.0,4
2,61,2017,2,35061,2,3.17,1.5,6
2,60,2017,2,41284,1,3.58,1.0,6
2,60,2016,2,36084,1,4.33,1.2,7
2,99,2017,2,26853,2,3.91,2.0,6
2,60,2017,2,20184,1,3.58,1.0,6
2,92,2016,2,9985,1,4.08,1.2,7
2,60,2016,2,28301,1,3.58,1.0,7
2,135,2016,0,90721,2,4.5,2.0,7
2,99,2019,2,16542,2,6.16,2.0,4
2,60,2015,2,53525,2,3.0,1.5,8
2,60,2017,2,33657,1,3.58,1.0,6
2,60,2016,2,57718,1,3.58,1.0,7
2,60,2016,2,26003,1,4.33,1.2,7
2,60,2017,2,39203,2,3.0,1.5,6
2,60,2016,2,52684,1,3.58,1.0,7
2,60,2015,2,53750,1,3.58,1.0,8
2,61,2017,2,14384,1,5.67,2.0,6
2,60,2016,2,57942,1,4.91,1.6,7
2,60,2017,2,25620,1,3.58,1.0,6
2,30,2016,2,18645,1,4.99,1.4,7
2,61,2013,2,80597,1,3.99,1.0,10
2,60,2014,2,96035,1,3.58,1.0,9
2,55,2015,2,57936,1,5.25,1.5,8
2,55,2018,0,3638,1,5.16,1.0,5
2,99,2016,2,29129,2,4.33,2.0,7
2,60,2016,2,28094,1,3.58,1.0,7
2,61,2018,2,27590,1,3.91,1.0,5
2,60,2018,2,22538,1,4.25,1.1,5
2,60,2018,2,23526,1,3.58,1.0,5
2,61,2019,2,42924,1,3.91,1.0,4
2,99,2014,2,46497,2,4.33,2.0,9
2,34,2017,2,31955,1,4.25,1.0,6
2,61,2017,2,41434,2,3.17,1.5,6
2,60,2018,2,20145,1,3.58,1.0,5
2,60,2016,2,33176,1,3.75,1.0,7
2,30,2012,2,28319,1,2.91,1.4,11
2,60,2019,2,17631,1,3.91,1.0,4
2,61,2018,2,26742,1,3.91,1.0,5
2,61,2017,0,34917,1,4.58,1.0,6
2,99,2014,2,70672,2,4.91,2.0,9
2,61,2018,2,24434,1,4.08,1.0,5
2,60,2019,2,3373,1,3.66,1.0,4
2,60,2015,2,84023,1,4.25,1.0,8
2,61,2015,2,55230,2,3.66,1.5,8
2,61,2019,2,13767,1,3.91,1.0,4
2,61,2013,2,66623,2,3.5,1.6,10
2,60,2013,2,68718,1,4.33,1.2,10
2,60,2016,2,27439,1,4.33,1.2,7
2,60,2014,2,75128,1,3.58,1.0,9
2,60,2016,2,32070,1,4.33,1.2,7
2,99,2017,2,43466,2,3.91,2.0,6
2,61,2016,2,9770,2,3.17,1.5,7
2,61,2017,2,25818,1,3.91,1.0,6
2,61,2017,2,33298,1,3.91,1.0,6
2,61,2016,2,43510,2,3.17,1.5,7
2,55,2015,0,53367,1,5.25,1.5,8
2,60,2019,2,18121,1,3.91,1.0,4
2,60,2019,2,20776,1,3.99,1.0,4
2,99,2017,2,46786,2,3.91,2.0,6
2,60,2017,2,19662,1,3.58,1.0,6
2,60,2016,2,55229,1,4.33,1.2,7
2,60,2017,2,75890,1,3.75,1.0,6
2,60,2017,2,47972,1,3.58,1.0,6
2,73,2018,2,18835,2,4.25,2.0,5
2,60,2017,2,52244,1,3.58,1.0,6
2,60,2016,2,65643,1,3.75,1.0,7
2,61,2016,2,29191,1,3.91,1.0,7
2,61,2017,0,28260,1,4.58,1.0,6
2,55,2015,2,53756,2,3.83,0.0,8
2,60,2017,2,43069,1,3.58,1.0,6
2,110,2017,2,48721,2,3.66,2.0,6
2,60,2016,2,53634,1,3.58,1.0,7
2,61,2018,0,15797,1,4.58,1.0,5
2,99,2015,2,75243,2,3.91,2.0,8
2,34,2016,2,49401,2,3.41,1.5,7
2,60,2016,2,44993,1,3.58,1.0,7
2,99,2017,2,46612,2,3.91,2.0,6
2,99,2019,0,10101,1,8.08,1.5,4
2,99,2017,2,39555,2,3.91,2.0,6
2,60,2015,2,59127,1,4.33,1.2,8
2,99,2019,2,24748,2,6.16,2.0,4
2,60,2019,2,25953,1,3.91,1.0,4
2,99,2013,2,65363,2,4.91,2.0,10
2,60,2017,2,32362,1,3.58,1.0,6
2,61,2016,2,74042,2,3.17,1.5,7
2,99,2016,2,41730,2,3.91,2.0,7
2,60,2017,2,31700,1,3.58,1.0,6
2,60,2016,2,30625,1,3.75,1.0,7
2,99,2016,2,27001,2,3.91,2.0,7
2,60,2017,2,24532,1,3.58,1.0,6
2,61,2019,2,9223,1,3.91,1.0,4
2,60,2017,2,12272,1,3.75,1.0,6
2,99,2017,2,48494,2,3.91,2.0,6
2,99,2019,2,8436,2,6.41,2.0,4
2,99,2019,2,9221,2,6.16,2.0,4
2,60,2018,2,45834,1,3.58,1.0,5
2,55,2019,0,13851,1,5.33,1.0,4
2,99,2014,2,62154,2,4.33,2.0,9
2,60,2017,2,61665,1,3.58,1.0,6
2,99,2015,2,87139,2,4.67,2.0,8
2,60,2017,2,37695,1,4.91,1.6,6
2,56,2017,0,28187,2,4.91,2.0,6
2,60,2019,2,15171,1,4.25,1.0,4
2,61,2017,0,39871,1,4.58,1.0,6
2,34,2017,0,29209,2,3.66,1.5,6
2,60,2017,0,10933,1,4.08,1.0,6
2,99,2016,2,47770,2,3.91,2.0,7
2,61,2019,2,2999,1,3.91,1.0,4
2,55,2017,2,33887,1,4.5,1.0,6
2,34,2015,2,55795,2,3.41,1.5,8
2,110,2017,0,15488,2,3.5,2.0,6
2,61,2017,2,52034,2,3.17,1.5,6
2,60,2015,2,50370,1,4.33,1.2,8
2,61,2017,2,50660,2,3.17,1.5,6
2,60,2015,2,53125,1,4.33,1.2,8
2,60,2017,2,58047,1,4.91,1.6,6
2,55,2017,2,18753,1,5.25,1.5,6
2,34,2017,2,33448,1,4.25,1.0,6
2,61,2015,2,76271,2,3.17,1.5,8
2,61,2017,2,23695,1,3.91,1.0,6
2,61,2018,2,21240,1,4.08,1.0,5
2,30,2014,2,62242,1,4.25,1.0,9
2,60,2019,2,21763,1,3.91,1.0,4
2,99,2018,2,15317,2,4.33,1.5,5
2,60,2016,0,10953,1,4.91,1.6,7
2,60,2014,2,21862,1,3.58,1.0,9
2,60,2015,2,75307,1,4.33,1.2,8
2,99,2015,0,64400,2,4.5,2.0,8
2,61,2016,0,23232,1,5.08,1.5,7
2,60,2017,2,40703,1,3.58,1.0,6
2,60,2019,2,15980,2,3.99,1.5,4
2,60,2013,2,61383,1,3.58,1.0,10
2,73,2016,0,38056,2,4.5,2.0,7
2,61,2015,2,87630,2,3.17,1.5,8
2,60,2014,0,13568,1,4.91,1.6,9
2,61,2016,2,48254,1,3.91,1.0,7
2,60,2018,2,46241,1,3.58,1.0,5
2,61,2016,2,29318,2,3.17,1.5,7
2,61,2019,0,18855,2,3.17,1.5,4
2,92,2016,2,21874,1,4.08,1.2,7
2,61,2016,2,53988,2,3.17,1.5,7
2,61,2018,2,30389,2,2.91,1.5,5
2,60,2016,2,17366,1,4.33,1.2,7
2,61,2017,2,26381,1,5.67,2.0,6
2,60,2018,0,38476,1,4.33,1.0,5
2,61,2018,2,42098,1,3.99,1.0,5
2,61,2016,2,41842,1,3.83,1.0,7
2,60,2019,2,8225,1,3.99,1.0,4
2,60,2017,2,27292,1,3.75,1.0,6
2,60,2017,2,31604,1,3.75,1.0,6
2,60,2016,2,75468,2,3.0,1.5,7
2,110,2017,2,32101,2,3.66,2.0,6
2,110,2017,2,48391,1,4.83,1.5,6
2,60,2015,2,28892,1,4.33,1.2,8
2,60,2018,2,27255,1,3.75,1.0,5
2,99,2018,2,42689,2,4.16,2.0,5
2,99,2017,0,26016,1,6.16,1.5,6
2,34,2017,2,63799,2,3.41,1.5,6
2,34,2018,2,12346,2,3.99,1.5,5
2,60,2017,0,30791,1,4.08,1.0,6
2,60,2018,2,46723,1,3.66,1.1,5
2,60,2017,2,24125,1,3.58,1.0,6
2,60,2017,2,37080,1,3.58,1.0,6
2,60,2018,2,20016,1,3.66,1.1,5
2,92,2016,2,30682,1,4.08,1.2,7
2,60,2016,2,41728,1,4.33,1.2,7
2,60,2018,2,48511,1,3.58,1.0,5
2,61,2017,2,34420,2,3.17,1.5,6
